Template,Building Type,Space Type,RGB,Lighting Standard,Lighting Primary Space Type,Lighting Secondary Space Type,LookupColumn,Lighting per Area (W/ft^2),Lighting per Person (W/person),Lighting per Length (W/ft),Additional Lighting per Area (W/ft^2),Lighting Fraction to Return Air,Lighting Fraction Radiant,Lighting Fraction Visible,Lighting Schedule,Ventilation Standard,Ventilation Primary Space Type,Ventilation Secondary Space Type,Lookup,Ventilation per Area (ft^3/min*ft^2),Ventilation per Person (ft^3/min*person),Ventilation Air Changes (ach),Minimum Total Air Changes (ach),Occupancy per Area (people/1000 ft^2),Occupancy Schedule,Occupancy Activity Schedule,Infiltration per Exterior Area (ft^3/min*ft^2 ext),Infiltration per Exterior Wall Area (ft^3/min*ft^2 ext),Infiltration Air Changes (ach),Infiltration Schedule,Gas Equipment per Area (Btu/hr*ft^2),Gas Equipment Fraction Latent,Gas Equipment Fraction Radiant,Gas Equipment Fraction Lost,Gas Equipment Schedule,Electric Equipment per Area (W/ft^2),Electric Equipment Fraction Latent,Electric Equipment Fraction Radiant,Electric Equipment Fraction Lost,Electric Equipment Schedule,Heating Setpoint Schedule,Cooling Setpoint Schedule,Service Water Heating Peak Flow Rate (gal/h),Service Water Heating Area (ft^2),Service Water Heating Peak Flow per Area (gal/h*ft^2),Service Water Heating Target Temperature (C),Service Water Heating Fraction Sensible,Service Water Heating Fraction Latent,Service Water Heating Schedule,Exhaust per Area (cfm/ft2),Exhaust per Unit (cfm),Exhaust Fan Power per Area (W/ft^2),Exhaust Fan Efficiency,Exhaust Fan Power (W),Exhaust Fan Pressure Rise (Pa),Exhaust Fan Maximum Flow Rate (cfm),Exhaust Schedule,Balanced Exhaust Fraction Schedule,Is Residential,NECB HVAC System Selection Type,NECB Schedule Type
90.1-2004,StripMall,Strip mall - type 3,171_222_78,ASHRAE 90.1-2004,Whole Building,Retail,ASHRAE 90.1-2004Whole BuildingRetail,1.5,,,,0,0.7,0.2,RetailStripmall Type3_LIGHT_SCH,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Basement and street,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsBasement and street",0.3,0,,,8,RetailStripmall Type3_OCC_SCH,HotelSmall Activity_Sch,0.06288,,,RetailStripmall Type3_Infil_SCH,,,,,,0.4,0,0.5,0,RetailStripmall Type3_EQUIP_SCH,RetailStripmall Type3_HTGSETP_SCH_NO_OPTIMUM,RetailStripmall Type3_CLGSETP_SCH_NO_SETBACK,1.8,,,,,,RetailStripmall Type3_SWH_SCH,,,,,,,,,,,,
90.1-2004,SuperMarket,Sales/Produce,230_196_120,ASHRAE 90.1-2004,Retail (not including accent lighting),Sales Area,ASHRAE 90.1-2004Retail (not including accent lighting)Sales Area,1.7,,,,0,0.7,0.2,SuperMarket Bldg Light,ASHRAE 62.1-1999,Specialty Shops,Supermarket,ASHRAE 62.1-1999Specialty ShopsSupermarket,0,15,,,8,SuperMarket Bldg Occ,SuperMarket Activity,0.0595,,,SuperMarket Infil Half On,,,,,,0.5,0,0.5,0,SuperMarket Bldg Equip,SuperMarket HtgSetp,SuperMarket ClgSetp,,,,,,,,,,,,,,,,,,,
90.1-2004,SuperMarket,Office,120_230_199,ASHRAE 90.1-2004,Office-Enclosed,General,ASHRAE 90.1-2004Office-EnclosedGeneral,1.1,,,,0,0.7,0.2,SuperMarket Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,5,SuperMarket Bldg Occ,SuperMarket Activity,0.0595,,,SuperMarket Infil Half On,,,,,,0.75,0,0.5,0,SuperMarket Bldg Equip,SuperMarket HtgSetp,SuperMarket ClgSetp,,,,,,,,,,,,,,,,,,,
90.1-2004,SuperMarket,DryStorage,120_149_230,ASHRAE 90.1-2004,Active Storage,General,ASHRAE 90.1-2004Active StorageGeneral,0.8,,,,0,0.7,0.2,SuperMarket Bldg Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Shipping and receiving,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsShipping and receiving",0.15,0,,,3.33,SuperMarket Bldg Occ,SuperMarket Activity,0.0595,,,SuperMarket Infil Half On,,,,,,0.75,0,0.5,0,SuperMarket Bldg Equip,SuperMarket HtgSetp,SuperMarket ClgSetp,,,,,,,,,,,,,,,,,,,
90.1-2004,SuperMarket,Deli/Bakery,31_169_34,ASHRAE 90.1-2004,Retail (not including accent lighting),Sales Area,ASHRAE 90.1-2004Retail (not including accent lighting)Sales Area,1.7,,,,0,0.7,0.2,SuperMarket Bldg Light,ASHRAE 62.1-1999,Specialty Shops,Supermarket,ASHRAE 62.1-1999Specialty ShopsSupermarket,0,15,,,8,SuperMarket Bldg Occ,SuperMarket Activity,0.0595,,,SuperMarket Infil Half On,8.53,0,0.5,0,SuperMarket Bldg Equip,5,0,0.5,0,SuperMarket Bldg Equip,SuperMarket HtgSetp,SuperMarket ClgSetp,5,2334.5,0.00214178625,49,0.2,0.05,SuperMarket SWH,1.240251823,3000,0.215339442,0.338,520.8767397,0.5,,SuperMarket_Deli_Exhaust,,,,
90.1-2004,Warehouse,Office,120_230_199,ASHRAE 90.1-2004,Office-Enclosed,General,ASHRAE 90.1-2004Office-EnclosedGeneral,1,,,,0,0.37,0.18,Warehouse BLDG_LIGHT_OFFICE_SCH,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,1.96,Warehouse BLDG_OCC_SCH,Warehouse Office Activity Schedule,0.0433,,,Warehouse Office Infil Schedule,,,,,,0.75,0,0.5,0,Warehouse Office_Plug_SCH,Warehouse HtgSetp,Warehouse ClgSetp,,,,,,,,,,,,,,,,,,,
90.1-2004,Warehouse,Fine,120_149_230,ASHRAE 90.1-2004,Warehouse,Fine Material Storage,ASHRAE 90.1-2004WarehouseFine Material Storage,0.8,,,,0,0.42,0.18,Warehouse BLDG_LIGHT_STORAGE_SCH,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Warehouses,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsWarehouses",0.05,0,,,0,Warehouse BLDG_OCC_SCH,Warehouse Office Activity Schedule,0.0444,,,Warehouse Fine Infil Schedule,,,,,,0,0,0.5,0,Warehouse Bldg Equip,Warehouse Fine Storage Heating Setpoint Schedule,Warehouse Fine Storage Cooling Setpoint Schedule,,,,,,,,,,,,,,,,,,,
90.1-2004,Warehouse,Bulk,41_31_169,ASHRAE 90.1-2004,Warehouse,Medium/Bulky Material Storage,ASHRAE 90.1-2004WarehouseMedium/Bulky Material Storage,0.8,,,,0,0.42,0.18,Warehouse BLDG_LIGHT_STORAGE_SCH,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Warehouses,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsWarehouses",0.05,0,,,0,Warehouse BLDG_OCC_SCH,Warehouse Office Activity Schedule,0.0444,,,Warehouse Bulk Infil Schedule,,,,,,0.237684638,0,0.5,0,Warehouse Bldg Equip,Warehouse Bulk Storage Heating Setpoint Schedule,Warehouse ClgSetp BulkStorage,,,,,,,,,,,,,,,,,,,
90.1-2007,FullServiceRestaurant,Kitchen,78_222_133,ASHRAE 90.1-2007,Food Preparation,General,ASHRAE 90.1-2007Food PreparationGeneral,1.2,,,,0,0.7,0.2,RestaurantSitDown BLDG_LIGHT_KITCHEN_SCH_2004_2007,ASHRAE 62.1-2004,Food and Beverage Service,Cafeteria/fast food dining,ASHRAE 62.1-2004Food and Beverage ServiceCafeteria/fast food dining,0.18,7.5,,,5,RestaurantSitDown BLDG_OCC_SCH,RestaurantSitDown ACTIVITY_SCH,,0.2016,,RestaurantSitDown INFIL_HALF_ON_SCH,205.81,0.1,0.2,0.7,RestaurantSitDown Rest_GAS_EQUIP_SCH,37.53,0.25,0.3,0.2,RestaurantSitDown BLDG_EQUIP_SCH,RestaurantSitDown HTGSETP_KITCHEN_SCH_NO_OPTIMUM,RestaurantSitDown CLGSETP_KITCHEN_SCH_NO_SETBACK,133,1501,0.08860759494,49,0.2,0.05,RestaurantSitDown BLDG_SWH_SCH,0.7,4000,0.1215379059,0.338,694.5023196,0.5,,RestaurantSitDown Kitchen_Exhaust_SCH,,,,
90.1-2007,FullServiceRestaurant,Dining,31_169_34,ASHRAE 90.1-2007,Dining Area,For Family Dining,ASHRAE 90.1-2007Dining AreaFor Family Dining,2.1,,,,0,0.7,0.2,RestaurantSitDown BLDG_LIGHT_KITCHEN_SCH_2004_2007,ASHRAE 62.1-2004,Food and Beverage Service,Restaurant dining rooms,ASHRAE 62.1-2004Food and Beverage ServiceRestaurant dining rooms,0.18,7.5,,,70,RestaurantSitDown BLDG_OCC_SCH,RestaurantSitDown ACTIVITY_SCH,,0.2016,,RestaurantSitDown INFIL_HALF_ON_SCH,,,,,,6.032,0.25,0.3,0,RestaurantSitDown BLDG_EQUIP_SCH,RestaurantSitDown HTGSETP_SCH_NO_OPTIMUM,RestaurantSitDown CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2007,FullServiceRestaurant,Attic,120_149_230,ASHRAE 189.1-2009,Attics,General,ASHRAE 189.1-2009AtticsGeneral,0,,,,,,,,,,,,,,,,,,,,,,Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.1-2007,HighriseApartment,Apartment,78_167_222,ASHRAE 90.1-2004,MidriseApartment,Apartment,ASHRAE 90.1-2004MidriseApartmentApartment,0.36,,,0.09,0,0,0,ApartmentHighRise LTG_APT_SCH,ASHRAE 62.1-2004,"Hotels, Motels, Resorts, Dormitories",Apartment,"ASHRAE 62.1-2004Hotels, Motels, Resorts, DormitoriesApartment",0,0,0.35,,2.63,ApartmentMidRise OCC_APT_SCH,ApartmentMidRise Activity Schedule,0.2016,,,ApartmentHighRise INF_APT_SCH,,,,,,0.6196632768,0,0.5,0,ApartmentHighRise EQP_APT_SCH,ApartmentHighRise HTGSETP_APT_SCH,ApartmentHighRise CLGSETP_APT_SCH,3.48,950,0.003663157895,60,0.2,0.05,ApartmentHighRise APT_DHW_SCH,,,,,,,,,,Yes,,
90.1-2007,HighriseApartment,Apartment_topfloor_NS,78_167_222,ASHRAE 90.1-2004,MidriseApartment,Apartment,ASHRAE 90.1-2004MidriseApartmentApartment,0.36,,,0.09,0,0,0,ApartmentHighRise LTG_APT_SCH,ASHRAE 62.1-2004,"Hotels, Motels, Resorts, Dormitories",Apartment,"ASHRAE 62.1-2004Hotels, Motels, Resorts, DormitoriesApartment",0,0,0.35,,2.63,ApartmentMidRise OCC_APT_SCH,ApartmentMidRise Activity Schedule,0.0575970048,,,ApartmentHighRise INF_APT_SCH,,,,,,0.6196632768,0,0.5,0,ApartmentHighRise EQP_APT_SCH,ApartmentHighRise HTGSETP_APT_SCH,ApartmentHighRise CLGSETP_APT_SCH,3.48,950,0.003663157895,60,0.2,0.05,ApartmentHighRise APT_DHW_SCH,,,,,,,,,,Yes,,
90.1-2007,HighriseApartment,Apartment_topfloor_WE,78_167_222,ASHRAE 90.1-2004,MidriseApartment,Apartment,ASHRAE 90.1-2004MidriseApartmentApartment,0.36,,,0.09,0,0,0,ApartmentHighRise LTG_APT_SCH,ASHRAE 62.1-2004,"Hotels, Motels, Resorts, Dormitories",Apartment,"ASHRAE 62.1-2004Hotels, Motels, Resorts, DormitoriesApartment",0,0,0.35,,2.63,ApartmentMidRise OCC_APT_SCH,ApartmentMidRise Activity Schedule,0.0803777592,,,ApartmentHighRise INF_APT_SCH,,,,,,0.6196632768,0,0.5,0,ApartmentHighRise EQP_APT_SCH,ApartmentHighRise HTGSETP_APT_SCH,ApartmentHighRise CLGSETP_APT_SCH,3.48,950,0.003663157895,60,0.2,0.05,ApartmentHighRise APT_DHW_SCH,,,,,,,,,,Yes,,
90.1-2007,HighriseApartment,Corridor,169_31_31,ASHRAE 90.1-2004,MidriseApartment,Corridor,ASHRAE 90.1-2004MidriseApartmentCorridor,0.5,,,,0,0,0,ApartmentHighRise LTG_COR_SCH_2004_2007,ASHRAE 62.1-1999,Public Spaces,Public restrooms,ASHRAE 62.1-1999Public SpacesPublic restrooms,0,0,,,0,ApartmentMidRise All Off,,0.2016,,,ApartmentHighRise INF_APT_SCH,,,,,,0,0,0.5,0,ApartmentMidRise BLDG_ELEVATORS,,,,,,,,,,,,,,,,,,,,,
90.1-2007,HighriseApartment,Corridor_topfloor,169_31_31,ASHRAE 90.1-2004,MidriseApartment,Corridor,ASHRAE 90.1-2004MidriseApartmentCorridor,0.5,,,,0,0,0,ApartmentHighRise LTG_COR_SCH_2004_2007,ASHRAE 62.1-1999,Public Spaces,Public restrooms,ASHRAE 62.1-1999Public SpacesPublic restrooms,0,0,,,0,ApartmentMidRise All Off,,0.0234460331,,,ApartmentHighRise INF_APT_SCH,,,,,,0,0,0.5,0,ApartmentMidRise BLDG_ELEVATORS,,,,,,,,,,,,,,,,,,,,,
90.1-2007,HighriseApartment,Office,120_230_199,ASHRAE 90.1-2004,MidriseApartment,Office,ASHRAE 90.1-2004MidriseApartmentOffice,1.11,,,1.1,0,0,0,ApartmentHighRise LTG_OFF_SCH_2004_2007,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Living rooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesLiving rooms",0.085,0,,,2.11,ApartmentHighRise OCC_OFF_SCH,ApartmentMidRise Activity Schedule,0.2016,,,ApartmentHighRise INF_APT_SCH,,,,,,0.6196632768,0,0.5,0,ApartmentHighRise EQP_OFF_SCH_2004_2007,ApartmentHighRise HTGSETP_APT_SCH,ApartmentHighRise CLGSETP_APT_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Basement,120_230_199,ASHRAE 90.1-2007,Basement,For Hospital,ASHRAE 90.1-2007BasementFor Hospital,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_OFFICE_BSMT_SCH,ASHRAE 62.1-2007,Basement,For Hospital,ASHRAE 62.1-2007BasementFor Hospital,0.072495,,,,2.5,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,0.75,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Corridor,169_31_31,ASHRAE 90.1-2007,Corridor/Transition,For Hospital,ASHRAE 90.1-2007Corridor/TransitionFor Hospital,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-2004,General,Corridors,ASHRAE 62.1-2004GeneralCorridors,0.06,,,,1,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,0,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Dining,31_169_34,ASHRAE 90.1-2007,Dining Area,General,ASHRAE 90.1-2007Dining AreaGeneral,0.9,,,,0,0.7,0.2,Hospital BLDG_LIGHT_SCH,ASHRAE 62.1-2004,Food and Beverage Service,Cafeteria/fast food dining,ASHRAE 62.1-2004Food and Beverage ServiceCafeteria/fast food dining,0.18,7.5,,,10,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,1,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,ER_Exam,169_31_159,ASHRAE 90.1-2007,Hospital,Emergency,ASHRAE 90.1-2007HospitalEmergency,2.7,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,ER Waiting Room,AIA 2001Surgery and Critical CareER Waiting Room,,,2,,20,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,1.5,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,1,300,0.003333333333,49,0.2,0.05,Hospital BLDG_SWH_EXTD_SCH,,,,,,,,,,,,
90.1-2007,Hospital,ER_NurseStn,31_162_169,ASHRAE 90.1-2007,Hospital,Nurse Station,ASHRAE 90.1-2007HospitalNurse Station,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_NURSEFLR1_SCH,ASHRAE 62.1-2004,Office Buildings,Office space,ASHRAE 62.1-2004Office BuildingsOffice space,0.06,5,,,1.333,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,2,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,ER_Trauma,169_31_159,ASHRAE 90.1-2007,Hospital,Emergency,ASHRAE 90.1-2007HospitalEmergency,2.7,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,ER Waiting Room,AIA 2001Surgery and Critical CareER Waiting Room,,,2,,20,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,4,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,1,300,0.003333333333,49,0.2,0.05,Hospital BLDG_SWH_EXTD_SCH,,,,,,,,,,,,
90.1-2007,Hospital,ER_Triage,169_31_159,ASHRAE 90.1-2007,Hospital,Emergency,ASHRAE 90.1-2007HospitalEmergency,2.7,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,ER Waiting Room,AIA 2001Surgery and Critical CareER Waiting Room,,,2,,20,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,2,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,1,300,0.003333333333,49,0.2,0.05,Hospital BLDG_SWH_EXTD_SCH,,,,,,,,,,,,
90.1-2007,Hospital,ICU_NurseStn,31_162_169,ASHRAE 90.1-2007,Hospital,Nurse Station,ASHRAE 90.1-2007HospitalNurse Station,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,ASHRAE 62.1-2004,Office Buildings,Office space,ASHRAE 62.1-2004Office BuildingsOffice space,0.06,5,,,1.333,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,2,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,ICU_Open,78_167_222,ASHRAE 90.1-2007,Hospital,Recovery,ASHRAE 90.1-2007HospitalRecovery,0.8,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,Newborn Intensive Care,AIA 2001Surgery and Critical CareNewborn Intensive Care,,,2,,5,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,3,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,ICU_PatRm,78_167_222,ASHRAE 90.1-2007,Hospital,Patient Room,ASHRAE 90.1-2007HospitalPatient Room,0.7,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,Newborn Intensive Care,AIA 2001Surgery and Critical CareNewborn Intensive Care,,,2,,5,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,3,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Kitchen,78_222_133,ASHRAE 90.1-2007,Food Preparation,General,ASHRAE 90.1-2007Food PreparationGeneral,1.2,,,,0,0.7,0.2,Hospital BLDG_LIGHT_SCH,ASHRAE 62.1-2004,Food and Beverage Service,Cafeteria/fast food dining,ASHRAE 62.1-2004Food and Beverage ServiceCafeteria/fast food dining,0.18,7.5,,,5,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,51.16,0,0.5,0,Hospital BLDG_EQUIP_SCH,7.5,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,150,10000,0.015,49,0.2,0.05,Hospital BLDG_SWH_EXTD_SCH,0.7,5300,30.26293858,0.338,229133.6778,124.5,7200,Hospital Kitchen_Exhaust_SCH,,,,
90.1-2007,Hospital,Lab,204_120_230,ASHRAE 90.1-2007,Hospital,Medical Supply,ASHRAE 90.1-2007HospitalMedical Supply,1.4,,,,0,0.7,0.2,Hospital BLDG_LIGHT_SCH,ASHRAE 62.1-2004,Educational Facilities,Science laboratories,ASHRAE 62.1-2004Educational FacilitiesScience laboratories,0.18,10,,,5,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,4,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,2,2850,0.000701754386,49,0.2,0.05,Hospital BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2007,Hospital,Lobby,31_162_169,ASHRAE 90.1-2007,Lobby,General,ASHRAE 90.1-2007LobbyGeneral,1.3,,,,0,0.7,0.2,Hospital BLDG_LIGHT_LOBBYFLR1_SCH,ASHRAE 62.1-2004,Office Buildings,Main entry lobbies,ASHRAE 62.1-2004Office BuildingsMain entry lobbies,0.06,5,,,1.33,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,0.07,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Lobby,31_162_169,ASHRAE 90.1-2007,Lobby,General,ASHRAE 90.1-2007LobbyGeneral,1.3,,,,0,0.7,0.2,Hospital BLDG_LIGHT_LOBBYFLR1_SCH,ASHRAE 62.1-2004,Office Buildings,Main entry lobbies,ASHRAE 62.1-2004Office BuildingsMain entry lobbies,0.06,5,,,7.14,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,0.07,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,NurseStn,31_162_169,ASHRAE 90.1-2007,Hospital,Nurse Station,ASHRAE 90.1-2007HospitalNurse Station,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_NURSEFLR234_SCH,ASHRAE 62.1-2004,Office Buildings,Office space,ASHRAE 62.1-2004Office BuildingsOffice space,0.06,5,,,1.33,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,1.04,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Office,120_230_199,ASHRAE 90.1-2007,Office-Enclosed,General,ASHRAE 90.1-2007Office-EnclosedGeneral,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_OFFICE_SCH,ASHRAE 62.1-2004,Office Buildings,Office space,ASHRAE 62.1-2004Office BuildingsOffice space,0.06,5,,,7,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,1,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,Office,120_230_199,ASHRAE 90.1-2007,Office-Enclosed,General,ASHRAE 90.1-2007Office-EnclosedGeneral,1.1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_OFFICE_SCH,ASHRAE 62.1-2004,Office Buildings,Office space,ASHRAE 62.1-2004Office BuildingsOffice space,0.06,5,,,6.99,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,0.73,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
90.1-2007,Hospital,OR,169_31_159,ASHRAE 90.1-2007,Hospital,Operating Room,ASHRAE 90.1-2007HospitalOperating Room,2.2,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,Operating/Surgical Cystoscopic Rooms,AIA 2001Surgery and Critical CareOperating/Surgical Cystoscopic Rooms,,,3,,5,Hospital BLDG_OCC_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,4,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,2,600,0.003333333333,49,0.2,0.05,Hospital BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2007,Hospital,OR,169_31_159,ASHRAE 90.1-2007,Hospital,Operating Room,ASHRAE 90.1-2007HospitalOperating Room,2.2,,,,0,0.7,0.2,Hospital BLDG_LIGHT_EXTD_SCH,AIA 2001,Surgery and Critical Care,Operating/Surgical Cystoscopic Rooms,AIA 2001Surgery and Critical CareOperating/Surgical Cystoscopic Rooms,,,3,,5,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,2.92,0,0.5,0,Hospital BLDG_EQUIP_EXTD_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,2,600,0.003333333333,49,0.2,0.05,Hospital BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2007,Hospital,PatCorridor,169_31_31,ASHRAE 90.1-2007,Corridor/Transition,For Hospital,ASHRAE 90.1-2007Corridor/TransitionFor Hospital,1,,,,0,0.7,0.2,Hospital BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-2004,General,Corridors,ASHRAE 62.1-2004GeneralCorridors,0.06,,,,1,Hospital BLDG_OCC_EXTD_SCH,Hospital ACTIVITY_SCH,0.0446,,,Hospital INFIL_SCH_PNNL,,,,,,0,0,0.5,0,Hospital BLDG_EQUIP_SCH,Hospital HTGSETP_SCH,Hospital CLGSETP_SCH,,,,,,,,,,,,,,,,,,,
